ExpenseKey,DateKey,BusinessUnitKey,ExpenseAccountKey,ExpenseAmount,PaymentMethodKey,Description,ReferenceNumber
4596,20240907,2,9,116.4,1,Packaging GR — 07 September 2024,EXP-20240907-09-BU2
4597,20240908,2,9,112.6,1,Packaging GR — 08 September 2024,EXP-20240908-09-BU2
4598,20240909,2,9,123.81,1,Packaging GR — 09 September 2024,EXP-20240909-09-BU2
4599,20240910,2,9,116.27,1,Packaging GR — 10 September 2024,EXP-20240910-09-BU2
4600,20240911,2,9,139.4,1,Packaging GR — 11 September 2024,EXP-20240911-09-BU2
4601,20240912,2,9,89.77,1,Packaging GR — 12 September 2024,EXP-20240912-09-BU2
4602,20240913,2,9,159.18,1,Packaging GR — 13 September 2024,EXP-20240913-09-BU2
4603,20240914,2,9,148.01,1,Packaging GR — 14 September 2024,EXP-20240914-09-BU2
4604,20240915,2,9,110.59,1,Packaging GR — 15 September 2024,EXP-20240915-09-BU2
4605,20240916,2,9,115.15,1,Packaging GR — 16 September 2024,EXP-20240916-09-BU2
4606,20240917,2,9,156.9,1,Packaging GR — 17 September 2024,EXP-20240917-09-BU2
4607,20240918,2,9,154.84,1,Packaging GR — 18 September 2024,EXP-20240918-09-BU2
4608,20240919,2,9,114.88,1,Packaging GR — 19 September 2024,EXP-20240919-09-BU2
4609,20240920,2,9,90.31,1,Packaging GR — 20 September 2024,EXP-20240920-09-BU2
4610,20240921,2,9,158.68,1,Packaging GR — 21 September 2024,EXP-20240921-09-BU2
4611,20240922,2,9,134.07,1,Packaging GR — 22 September 2024,EXP-20240922-09-BU2
4612,20240923,2,9,136.96,1,Packaging GR — 23 September 2024,EXP-20240923-09-BU2
4613,20240924,2,9,106.15,1,Packaging GR — 24 September 2024,EXP-20240924-09-BU2
4614,20240925,2,9,146.22,1,Packaging GR — 25 September 2024,EXP-20240925-09-BU2
4615,20240926,2,9,126.98,1,Packaging GR — 26 September 2024,EXP-20240926-09-BU2
4616,20240927,2,9,120.56,1,Packaging GR — 27 September 2024,EXP-20240927-09-BU2
4617,20240928,2,9,140.51,1,Packaging GR — 28 September 2024,EXP-20240928-09-BU2
4618,20240929,2,9,113.31,1,Packaging GR — 29 September 2024,EXP-20240929-09-BU2
4619,20240930,2,9,117.54,1,Packaging GR — 30 September 2024,EXP-20240930-09-BU2
4620,20240905,2,10,7596.26,2,Cold Storage — September 2024,EXP-20240905-10-BU2
4621,20240910,1,11,3751.75,2,Building Maintenance — September 2024,EXP-20240910-11-BU1
4622,20240910,2,11,3751.75,2,Building Maintenance — September 2024,EXP-20240910-11-BU2
4623,20240901,1,12,6538.71,2,Security Services — September 2024,EXP-20240901-12-BU1
4624,20240901,2,12,6538.71,2,Security Services — September 2024,EXP-20240901-12-BU2
4625,20240905,1,13,2237.18,2,Internet & Phone — September 2024,EXP-20240905-13-BU1
4626,20240905,2,13,2237.18,2,Internet & Phone — September 2024,EXP-20240905-13-BU2
4627,20240901,1,14,136.88,1,Miscellaneous — 01 September 2024,EXP-20240901-14-BU1
4628,20240902,1,14,135.92,1,Miscellaneous — 02 September 2024,EXP-20240902-14-BU1
4629,20240903,1,14,160.87,1,Miscellaneous — 03 September 2024,EXP-20240903-14-BU1
4630,20240904,1,14,130.15,1,Miscellaneous — 04 September 2024,EXP-20240904-14-BU1
4631,20240905,1,14,111.95,1,Miscellaneous — 05 September 2024,EXP-20240905-14-BU1
4632,20240906,1,14,109.42,1,Miscellaneous — 06 September 2024,EXP-20240906-14-BU1
4633,20240907,1,14,127.98,1,Miscellaneous — 07 September 2024,EXP-20240907-14-BU1
4634,20240908,1,14,96.79,1,Miscellaneous — 08 September 2024,EXP-20240908-14-BU1
4635,20240909,1,14,132.05,1,Miscellaneous — 09 September 2024,EXP-20240909-14-BU1
4636,20240910,1,14,117.16,1,Miscellaneous — 10 September 2024,EXP-20240910-14-BU1
4637,20240911,1,14,114.28,1,Miscellaneous — 11 September 2024,EXP-20240911-14-BU1
4638,20240912,1,14,102.28,1,Miscellaneous — 12 September 2024,EXP-20240912-14-BU1
4639,20240913,1,14,125.07,1,Miscellaneous — 13 September 2024,EXP-20240913-14-BU1
4640,20240914,1,14,90.62,1,Miscellaneous — 14 September 2024,EXP-20240914-14-BU1
4641,20240915,1,14,133.48,1,Miscellaneous — 15 September 2024,EXP-20240915-14-BU1
4642,20240916,1,14,109.28,1,Miscellaneous — 16 September 2024,EXP-20240916-14-BU1
4643,20240917,1,14,155.9,1,Miscellaneous — 17 September 2024,EXP-20240917-14-BU1
4644,20240918,1,14,127.4,1,Miscellaneous — 18 September 2024,EXP-20240918-14-BU1
4645,20240919,1,14,146.53,1,Miscellaneous — 19 September 2024,EXP-20240919-14-BU1
4646,20240920,1,14,151.84,1,Miscellaneous — 20 September 2024,EXP-20240920-14-BU1
4647,20240921,1,14,153.94,1,Miscellaneous — 21 September 2024,EXP-20240921-14-BU1
4648,20240922,1,14,153.31,1,Miscellaneous — 22 September 2024,EXP-20240922-14-BU1
4649,20240923,1,14,104.76,1,Miscellaneous — 23 September 2024,EXP-20240923-14-BU1
4650,20240924,1,14,110.62,1,Miscellaneous — 24 September 2024,EXP-20240924-14-BU1
4651,20240925,1,14,141.06,1,Miscellaneous — 25 September 2024,EXP-20240925-14-BU1
4652,20240926,1,14,128.25,1,Miscellaneous — 26 September 2024,EXP-20240926-14-BU1
4653,20240927,1,14,133.64,1,Miscellaneous — 27 September 2024,EXP-20240927-14-BU1
4654,20240928,1,14,138.79,1,Miscellaneous — 28 September 2024,EXP-20240928-14-BU1
4655,20240929,1,14,96.39,1,Miscellaneous — 29 September 2024,EXP-20240929-14-BU1
4656,20240930,1,14,100.46,1,Miscellaneous — 30 September 2024,EXP-20240930-14-BU1
4657,20240901,2,14,139.49,1,Miscellaneous — 01 September 2024,EXP-20240901-14-BU2
4658,20240902,2,14,138.53,1,Miscellaneous — 02 September 2024,EXP-20240902-14-BU2
4659,20240903,2,14,153.37,1,Miscellaneous — 03 September 2024,EXP-20240903-14-BU2
4660,20240904,2,14,143.82,1,Miscellaneous — 04 September 2024,EXP-20240904-14-BU2
4661,20240905,2,14,106.24,1,Miscellaneous — 05 September 2024,EXP-20240905-14-BU2
4662,20240906,2,14,95.6,1,Miscellaneous — 06 September 2024,EXP-20240906-14-BU2
4663,20240907,2,14,120.41,1,Miscellaneous — 07 September 2024,EXP-20240907-14-BU2
4664,20240908,2,14,118.89,1,Miscellaneous — 08 September 2024,EXP-20240908-14-BU2
4665,20240909,2,14,149.51,1,Miscellaneous — 09 September 2024,EXP-20240909-14-BU2
4666,20240910,2,14,142.09,1,Miscellaneous — 10 September 2024,EXP-20240910-14-BU2
4667,20240911,2,14,157.61,1,Miscellaneous — 11 September 2024,EXP-20240911-14-BU2
4668,20240912,2,14,129.17,1,Miscellaneous — 12 September 2024,EXP-20240912-14-BU2
4669,20240913,2,14,112.5,1,Miscellaneous — 13 September 2024,EXP-20240913-14-BU2
4670,20240914,2,14,129.16,1,Miscellaneous — 14 September 2024,EXP-20240914-14-BU2
4671,20240915,2,14,106.84,1,Miscellaneous — 15 September 2024,EXP-20240915-14-BU2
4672,20240916,2,14,94.86,1,Miscellaneous — 16 September 2024,EXP-20240916-14-BU2
4673,20240917,2,14,128.81,1,Miscellaneous — 17 September 2024,EXP-20240917-14-BU2
4674,20240918,2,14,122.16,1,Miscellaneous — 18 September 2024,EXP-20240918-14-BU2
4675,20240919,2,14,92.68,1,Miscellaneous — 19 September 2024,EXP-20240919-14-BU2
4676,20240920,2,14,145.94,1,Miscellaneous — 20 September 2024,EXP-20240920-14-BU2
4677,20240921,2,14,139.99,1,Miscellaneous — 21 September 2024,EXP-20240921-14-BU2
4678,20240922,2,14,95.89,1,Miscellaneous — 22 September 2024,EXP-20240922-14-BU2
4679,20240923,2,14,145.07,1,Miscellaneous — 23 September 2024,EXP-20240923-14-BU2
4680,20240924,2,14,96.59,1,Miscellaneous — 24 September 2024,EXP-20240924-14-BU2
4681,20240925,2,14,130.2,1,Miscellaneous — 25 September 2024,EXP-20240925-14-BU2
4682,20240926,2,14,138.29,1,Miscellaneous — 26 September 2024,EXP-20240926-14-BU2
4683,20240927,2,14,128.76,1,Miscellaneous — 27 September 2024,EXP-20240927-14-BU2
4684,20240928,2,14,147.96,1,Miscellaneous — 28 September 2024,EXP-20240928-14-BU2
4685,20240929,2,14,119.99,1,Miscellaneous — 29 September 2024,EXP-20240929-14-BU2
4686,20240930,2,14,106.65,1,Miscellaneous — 30 September 2024,EXP-20240930-14-BU2
4687,20240901,1,15,126.67,1,Vehicle Fuel — 01 September 2024,EXP-20240901-15-BU1
4688,20240902,1,15,115.63,1,Vehicle Fuel — 02 September 2024,EXP-20240902-15-BU1
4689,20240903,1,15,100.99,1,Vehicle Fuel — 03 September 2024,EXP-20240903-15-BU1
4690,20240904,1,15,125.5,1,Vehicle Fuel — 04 September 2024,EXP-20240904-15-BU1
4691,20240905,1,15,104.84,1,Vehicle Fuel — 05 September 2024,EXP-20240905-15-BU1
4692,20240906,1,15,125.44,1,Vehicle Fuel — 06 September 2024,EXP-20240906-15-BU1
4693,20240907,1,15,134.8,1,Vehicle Fuel — 07 September 2024,EXP-20240907-15-BU1
4694,20240908,1,15,149.34,1,Vehicle Fuel — 08 September 2024,EXP-20240908-15-BU1
4695,20240909,1,15,154.78,1,Vehicle Fuel — 09 September 2024,EXP-20240909-15-BU1
4696,20240910,1,15,140.6,1,Vehicle Fuel — 10 September 2024,EXP-20240910-15-BU1
4697,20240911,1,15,157.87,1,Vehicle Fuel — 11 September 2024,EXP-20240911-15-BU1
4698,20240912,1,15,132.14,1,Vehicle Fuel — 12 September 2024,EXP-20240912-15-BU1
4699,20240913,1,15,143.84,1,Vehicle Fuel — 13 September 2024,EXP-20240913-15-BU1
4700,20240914,1,15,148.43,1,Vehicle Fuel — 14 September 2024,EXP-20240914-15-BU1
4701,20240915,1,15,152.61,1,Vehicle Fuel — 15 September 2024,EXP-20240915-15-BU1
4702,20240916,1,15,147.01,1,Vehicle Fuel — 16 September 2024,EXP-20240916-15-BU1
4703,20240917,1,15,158.55,1,Vehicle Fuel — 17 September 2024,EXP-20240917-15-BU1
4704,20240918,1,15,125.63,1,Vehicle Fuel — 18 September 2024,EXP-20240918-15-BU1
4705,20240919,1,15,162.46,1,Vehicle Fuel — 19 September 2024,EXP-20240919-15-BU1
4706,20240920,1,15,120.07,1,Vehicle Fuel — 20 September 2024,EXP-20240920-15-BU1
4707,20240921,1,15,94.78,1,Vehicle Fuel — 21 September 2024,EXP-20240921-15-BU1
4708,20240922,1,15,103.36,1,Vehicle Fuel — 22 September 2024,EXP-20240922-15-BU1
4709,20240923,1,15,132.18,1,Vehicle Fuel — 23 September 2024,EXP-20240923-15-BU1
4710,20240924,1,15,90.52,1,Vehicle Fuel — 24 September 2024,EXP-20240924-15-BU1
4711,20240925,1,15,101.46,1,Vehicle Fuel — 25 September 2024,EXP-20240925-15-BU1
4712,20240926,1,15,118.07,1,Vehicle Fuel — 26 September 2024,EXP-20240926-15-BU1
4713,20240927,1,15,137.24,1,Vehicle Fuel — 27 September 2024,EXP-20240927-15-BU1
4714,20240928,1,15,102.09,1,Vehicle Fuel — 28 September 2024,EXP-20240928-15-BU1
4715,20240929,1,15,133.45,1,Vehicle Fuel — 29 September 2024,EXP-20240929-15-BU1
4716,20240930,1,15,140.22,1,Vehicle Fuel — 30 September 2024,EXP-20240930-15-BU1
4717,20240901,2,15,148.9,1,Vehicle Fuel — 01 September 2024,EXP-20240901-15-BU2
4718,20240902,2,15,140.94,1,Vehicle Fuel — 02 September 2024,EXP-20240902-15-BU2
4719,20240903,2,15,109.28,1,Vehicle Fuel — 03 September 2024,EXP-20240903-15-BU2
4720,20240904,2,15,166.93,1,Vehicle Fuel — 04 September 2024,EXP-20240904-15-BU2
4721,20240905,2,15,158.51,1,Vehicle Fuel — 05 September 2024,EXP-20240905-15-BU2
4722,20240906,2,15,118.8,1,Vehicle Fuel — 06 September 2024,EXP-20240906-15-BU2
4723,20240907,2,15,92.24,1,Vehicle Fuel — 07 September 2024,EXP-20240907-15-BU2
4724,20240908,2,15,130.78,1,Vehicle Fuel — 08 September 2024,EXP-20240908-15-BU2
4725,20240909,2,15,156.73,1,Vehicle Fuel — 09 September 2024,EXP-20240909-15-BU2
4726,20240910,2,15,153.39,1,Vehicle Fuel — 10 September 2024,EXP-20240910-15-BU2
4727,20240911,2,15,159.23,1,Vehicle Fuel — 11 September 2024,EXP-20240911-15-BU2
4728,20240912,2,15,164.78,1,Vehicle Fuel — 12 September 2024,EXP-20240912-15-BU2
4729,20240913,2,15,144.99,1,Vehicle Fuel — 13 September 2024,EXP-20240913-15-BU2
4730,20240914,2,15,102.52,1,Vehicle Fuel — 14 September 2024,EXP-20240914-15-BU2
4731,20240915,2,15,92.8,1,Vehicle Fuel — 15 September 2024,EXP-20240915-15-BU2
4732,20240916,2,15,101.67,1,Vehicle Fuel — 16 September 2024,EXP-20240916-15-BU2
4733,20240917,2,15,105.5,1,Vehicle Fuel — 17 September 2024,EXP-20240917-15-BU2
4734,20240918,2,15,94.73,1,Vehicle Fuel — 18 September 2024,EXP-20240918-15-BU2
4735,20240919,2,15,124.97,1,Vehicle Fuel — 19 September 2024,EXP-20240919-15-BU2
4736,20240920,2,15,150.46,1,Vehicle Fuel — 20 September 2024,EXP-20240920-15-BU2
4737,20240921,2,15,90.32,1,Vehicle Fuel — 21 September 2024,EXP-20240921-15-BU2
4738,20240922,2,15,151.98,1,Vehicle Fuel — 22 September 2024,EXP-20240922-15-BU2
4739,20240923,2,15,161.37,1,Vehicle Fuel — 23 September 2024,EXP-20240923-15-BU2
4740,20240924,2,15,101.72,1,Vehicle Fuel — 24 September 2024,EXP-20240924-15-BU2
4741,20240925,2,15,91.64,1,Vehicle Fuel — 25 September 2024,EXP-20240925-15-BU2
4742,20240926,2,15,126.97,1,Vehicle Fuel — 26 September 2024,EXP-20240926-15-BU2
4743,20240927,2,15,156.99,1,Vehicle Fuel — 27 September 2024,EXP-20240927-15-BU2
4744,20240928,2,15,146.83,1,Vehicle Fuel — 28 September 2024,EXP-20240928-15-BU2
4745,20240929,2,15,92.67,1,Vehicle Fuel — 29 September 2024,EXP-20240929-15-BU2
4746,20240930,2,15,141.93,1,Vehicle Fuel — 30 September 2024,EXP-20240930-15-BU2
4747,20241001,1,1,34704.93,2,Shop Rent SC — October 2024,EXP-20241001-01-BU1
4748,20241025,1,2,48731.45,2,Staff Salaries SC — October 2024,EXP-20241025-02-BU1
4749,20241015,1,3,11426.86,2,Electricity SC — October 2024,EXP-20241015-03-BU1
4750,20241001,1,4,234.63,1,Display & Decoration — 01 October 2024,EXP-20241001-04-BU1
4751,20241002,1,4,169.99,1,Display & Decoration — 02 October 2024,EXP-20241002-04-BU1
4752,20241003,1,4,215.2,1,Display & Decoration — 03 October 2024,EXP-20241003-04-BU1
4753,20241004,1,4,196.35,1,Display & Decoration — 04 October 2024,EXP-20241004-04-BU1
4754,20241005,1,4,162.26,1,Display & Decoration — 05 October 2024,EXP-20241005-04-BU1
4755,20241006,1,4,244.54,1,Display & Decoration — 06 October 2024,EXP-20241006-04-BU1
4756,20241007,1,4,164.31,1,Display & Decoration — 07 October 2024,EXP-20241007-04-BU1
4757,20241008,1,4,237.32,1,Display & Decoration — 08 October 2024,EXP-20241008-04-BU1
4758,20241009,1,4,220.91,1,Display & Decoration — 09 October 2024,EXP-20241009-04-BU1
4759,20241010,1,4,164.06,1,Display & Decoration — 10 October 2024,EXP-20241010-04-BU1
4760,20241011,1,4,222.05,1,Display & Decoration — 11 October 2024,EXP-20241011-04-BU1
4761,20241012,1,4,141.02,1,Display & Decoration — 12 October 2024,EXP-20241012-04-BU1
4762,20241013,1,4,165.88,1,Display & Decoration — 13 October 2024,EXP-20241013-04-BU1
4763,20241014,1,4,171.69,1,Display & Decoration — 14 October 2024,EXP-20241014-04-BU1
4764,20241015,1,4,243.08,1,Display & Decoration — 15 October 2024,EXP-20241015-04-BU1
4765,20241016,1,4,246.18,1,Display & Decoration — 16 October 2024,EXP-20241016-04-BU1
4766,20241017,1,4,169.99,1,Display & Decoration — 17 October 2024,EXP-20241017-04-BU1
4767,20241018,1,4,194.07,1,Display & Decoration — 18 October 2024,EXP-20241018-04-BU1
4768,20241019,1,4,254.01,1,Display & Decoration — 19 October 2024,EXP-20241019-04-BU1
4769,20241020,1,4,216.69,1,Display & Decoration — 20 October 2024,EXP-20241020-04-BU1
4770,20241021,1,4,146.19,1,Display & Decoration — 21 October 2024,EXP-20241021-04-BU1
4771,20241022,1,4,184.23,1,Display & Decoration — 22 October 2024,EXP-20241022-04-BU1
4772,20241023,1,4,187.77,1,Display & Decoration — 23 October 2024,EXP-20241023-04-BU1
4773,20241024,1,4,174.17,1,Display & Decoration — 24 October 2024,EXP-20241024-04-BU1
4774,20241025,1,4,199.42,1,Display & Decoration — 25 October 2024,EXP-20241025-04-BU1
4775,20241026,1,4,224.97,1,Display & Decoration — 26 October 2024,EXP-20241026-04-BU1
4776,20241027,1,4,219.71,1,Display & Decoration — 27 October 2024,EXP-20241027-04-BU1
4777,20241028,1,4,179.51,1,Display & Decoration — 28 October 2024,EXP-20241028-04-BU1
4778,20241029,1,4,225.04,1,Display & Decoration — 29 October 2024,EXP-20241029-04-BU1
4779,20241030,1,4,201.09,1,Display & Decoration — 30 October 2024,EXP-20241030-04-BU1
4780,20241031,1,4,228.91,1,Display & Decoration — 31 October 2024,EXP-20241031-04-BU1
4781,20241001,1,5,92.54,1,Packaging SC — 01 October 2024,EXP-20241001-05-BU1
4782,20241002,1,5,113.56,1,Packaging SC — 02 October 2024,EXP-20241002-05-BU1
4783,20241003,1,5,112.83,1,Packaging SC — 03 October 2024,EXP-20241003-05-BU1
4784,20241004,1,5,109.73,1,Packaging SC — 04 October 2024,EXP-20241004-05-BU1
4785,20241005,1,5,134.75,1,Packaging SC — 05 October 2024,EXP-20241005-05-BU1
4786,20241006,1,5,124.57,1,Packaging SC — 06 October 2024,EXP-20241006-05-BU1
4787,20241007,1,5,112.19,1,Packaging SC — 07 October 2024,EXP-20241007-05-BU1
4788,20241008,1,5,123.06,1,Packaging SC — 08 October 2024,EXP-20241008-05-BU1
4789,20241009,1,5,135.21,1,Packaging SC — 09 October 2024,EXP-20241009-05-BU1
4790,20241010,1,5,133.1,1,Packaging SC — 10 October 2024,EXP-20241010-05-BU1
4791,20241011,1,5,139.28,1,Packaging SC — 11 October 2024,EXP-20241011-05-BU1
4792,20241012,1,5,145.84,1,Packaging SC — 12 October 2024,EXP-20241012-05-BU1
4793,20241013,1,5,137.74,1,Packaging SC — 13 October 2024,EXP-20241013-05-BU1
4794,20241014,1,5,97.33,1,Packaging SC — 14 October 2024,EXP-20241014-05-BU1
4795,20241015,1,5,145.49,1,Packaging SC — 15 October 2024,EXP-20241015-05-BU1
4796,20241016,1,5,108.3,1,Packaging SC — 16 October 2024,EXP-20241016-05-BU1
4797,20241017,1,5,132.43,1,Packaging SC — 17 October 2024,EXP-20241017-05-BU1
4798,20241018,1,5,155.92,1,Packaging SC — 18 October 2024,EXP-20241018-05-BU1
4799,20241019,1,5,105.6,1,Packaging SC — 19 October 2024,EXP-20241019-05-BU1
4800,20241020,1,5,103.83,1,Packaging SC — 20 October 2024,EXP-20241020-05-BU1
4801,20241021,1,5,97.47,1,Packaging SC — 21 October 2024,EXP-20241021-05-BU1
4802,20241022,1,5,155.42,1,Packaging SC — 22 October 2024,EXP-20241022-05-BU1
4803,20241023,1,5,115.16,1,Packaging SC — 23 October 2024,EXP-20241023-05-BU1
4804,20241024,1,5,140.95,1,Packaging SC — 24 October 2024,EXP-20241024-05-BU1
4805,20241025,1,5,87.87,1,Packaging SC — 25 October 2024,EXP-20241025-05-BU1
4806,20241026,1,5,97.35,1,Packaging SC — 26 October 2024,EXP-20241026-05-BU1
4807,20241027,1,5,88.87,1,Packaging SC — 27 October 2024,EXP-20241027-05-BU1
4808,20241028,1,5,143.25,1,Packaging SC — 28 October 2024,EXP-20241028-05-BU1
4809,20241029,1,5,92.01,1,Packaging SC — 29 October 2024,EXP-20241029-05-BU1
4810,20241030,1,5,151.02,1,Packaging SC — 30 October 2024,EXP-20241030-05-BU1
4811,20241031,1,5,132.26,1,Packaging SC — 31 October 2024,EXP-20241031-05-BU1
4812,20241001,2,6,24087.88,2,Shop Rent GR — October 2024,EXP-20241001-06-BU2
4813,20241025,2,7,40388.27,2,Staff Salaries GR — October 2024,EXP-20241025-07-BU2
4814,20241015,2,8,11529.62,2,Electricity GR — October 2024,EXP-20241015-08-BU2
4815,20241001,2,9,194.3,1,Packaging GR — 01 October 2024,EXP-20241001-09-BU2
4816,20241002,2,9,147.45,1,Packaging GR — 02 October 2024,EXP-20241002-09-BU2
4817,20241003,2,9,158.38,1,Packaging GR — 03 October 2024,EXP-20241003-09-BU2
4818,20241004,2,9,111.76,1,Packaging GR — 04 October 2024,EXP-20241004-09-BU2
4819,20241005,2,9,152.79,1,Packaging GR — 05 October 2024,EXP-20241005-09-BU2
4820,20241006,2,9,164.47,1,Packaging GR — 06 October 2024,EXP-20241006-09-BU2
4821,20241007,2,9,118.6,1,Packaging GR — 07 October 2024,EXP-20241007-09-BU2
4822,20241008,2,9,201.01,1,Packaging GR — 08 October 2024,EXP-20241008-09-BU2
4823,20241009,2,9,109.59,1,Packaging GR — 09 October 2024,EXP-20241009-09-BU2
4824,20241010,2,9,134.21,1,Packaging GR — 10 October 2024,EXP-20241010-09-BU2
4825,20241011,2,9,166.8,1,Packaging GR — 11 October 2024,EXP-20241011-09-BU2
4826,20241012,2,9,155.75,1,Packaging GR — 12 October 2024,EXP-20241012-09-BU2
4827,20241013,2,9,131.57,1,Packaging GR — 13 October 2024,EXP-20241013-09-BU2
4828,20241014,2,9,201.53,1,Packaging GR — 14 October 2024,EXP-20241014-09-BU2
4829,20241015,2,9,126.86,1,Packaging GR — 15 October 2024,EXP-20241015-09-BU2
4830,20241016,2,9,162.37,1,Packaging GR — 16 October 2024,EXP-20241016-09-BU2
4831,20241017,2,9,120.03,1,Packaging GR — 17 October 2024,EXP-20241017-09-BU2
4832,20241018,2,9,114.44,1,Packaging GR — 18 October 2024,EXP-20241018-09-BU2
4833,20241019,2,9,154.84,1,Packaging GR — 19 October 2024,EXP-20241019-09-BU2
4834,20241020,2,9,184.49,1,Packaging GR — 20 October 2024,EXP-20241020-09-BU2
4835,20241021,2,9,158.91,1,Packaging GR — 21 October 2024,EXP-20241021-09-BU2
4836,20241022,2,9,136.66,1,Packaging GR — 22 October 2024,EXP-20241022-09-BU2
4837,20241023,2,9,110.75,1,Packaging GR — 23 October 2024,EXP-20241023-09-BU2
4838,20241024,2,9,197.2,1,Packaging GR — 24 October 2024,EXP-20241024-09-BU2
4839,20241025,2,9,129.01,1,Packaging GR — 25 October 2024,EXP-20241025-09-BU2
4840,20241026,2,9,162.95,1,Packaging GR — 26 October 2024,EXP-20241026-09-BU2
4841,20241027,2,9,110.64,1,Packaging GR — 27 October 2024,EXP-20241027-09-BU2
4842,20241028,2,9,118.28,1,Packaging GR — 28 October 2024,EXP-20241028-09-BU2
4843,20241029,2,9,125.11,1,Packaging GR — 29 October 2024,EXP-20241029-09-BU2
4844,20241030,2,9,119.69,1,Packaging GR — 30 October 2024,EXP-20241030-09-BU2
4845,20241031,2,9,158.86,1,Packaging GR — 31 October 2024,EXP-20241031-09-BU2
4846,20241005,2,10,7828.04,2,Cold Storage — October 2024,EXP-20241005-10-BU2
4847,20241010,1,11,2985.57,2,Building Maintenance — October 2024,EXP-20241010-11-BU1
4848,20241010,2,11,2985.57,2,Building Maintenance — October 2024,EXP-20241010-11-BU2
4849,20241001,1,12,5527.05,2,Security Services — October 2024,EXP-20241001-12-BU1
4850,20241001,2,12,5527.05,2,Security Services — October 2024,EXP-20241001-12-BU2
4851,20241005,1,13,1882.89,2,Internet & Phone — October 2024,EXP-20241005-13-BU1
4852,20241005,2,13,1882.89,2,Internet & Phone — October 2024,EXP-20241005-13-BU2
4853,20241001,1,14,122.92,1,Miscellaneous — 01 October 2024,EXP-20241001-14-BU1
4854,20241002,1,14,154.69,1,Miscellaneous — 02 October 2024,EXP-20241002-14-BU1
4855,20241003,1,14,100.84,1,Miscellaneous — 03 October 2024,EXP-20241003-14-BU1
4856,20241004,1,14,125.59,1,Miscellaneous — 04 October 2024,EXP-20241004-14-BU1
4857,20241005,1,14,125.37,1,Miscellaneous — 05 October 2024,EXP-20241005-14-BU1
4858,20241006,1,14,109.85,1,Miscellaneous — 06 October 2024,EXP-20241006-14-BU1
4859,20241007,1,14,99.25,1,Miscellaneous — 07 October 2024,EXP-20241007-14-BU1
4860,20241008,1,14,92.54,1,Miscellaneous — 08 October 2024,EXP-20241008-14-BU1
4861,20241009,1,14,93.19,1,Miscellaneous — 09 October 2024,EXP-20241009-14-BU1
4862,20241010,1,14,123.04,1,Miscellaneous — 10 October 2024,EXP-20241010-14-BU1
4863,20241011,1,14,95.97,1,Miscellaneous — 11 October 2024,EXP-20241011-14-BU1
4864,20241012,1,14,122.72,1,Miscellaneous — 12 October 2024,EXP-20241012-14-BU1
4865,20241013,1,14,126.09,1,Miscellaneous — 13 October 2024,EXP-20241013-14-BU1
4866,20241014,1,14,126.72,1,Miscellaneous — 14 October 2024,EXP-20241014-14-BU1
4867,20241015,1,14,106.77,1,Miscellaneous — 15 October 2024,EXP-20241015-14-BU1
4868,20241016,1,14,130.91,1,Miscellaneous — 16 October 2024,EXP-20241016-14-BU1
4869,20241017,1,14,122.54,1,Miscellaneous — 17 October 2024,EXP-20241017-14-BU1
4870,20241018,1,14,169.49,1,Miscellaneous — 18 October 2024,EXP-20241018-14-BU1
4871,20241019,1,14,95.27,1,Miscellaneous — 19 October 2024,EXP-20241019-14-BU1
4872,20241020,1,14,95.94,1,Miscellaneous — 20 October 2024,EXP-20241020-14-BU1
4873,20241021,1,14,156.52,1,Miscellaneous — 21 October 2024,EXP-20241021-14-BU1
4874,20241022,1,14,112.62,1,Miscellaneous — 22 October 2024,EXP-20241022-14-BU1
4875,20241023,1,14,106.15,1,Miscellaneous — 23 October 2024,EXP-20241023-14-BU1
4876,20241024,1,14,160.44,1,Miscellaneous — 24 October 2024,EXP-20241024-14-BU1
4877,20241025,1,14,133.58,1,Miscellaneous — 25 October 2024,EXP-20241025-14-BU1
4878,20241026,1,14,140.11,1,Miscellaneous — 26 October 2024,EXP-20241026-14-BU1
4879,20241027,1,14,92.33,1,Miscellaneous — 27 October 2024,EXP-20241027-14-BU1
4880,20241028,1,14,112.2,1,Miscellaneous — 28 October 2024,EXP-20241028-14-BU1
4881,20241029,1,14,112.08,1,Miscellaneous — 29 October 2024,EXP-20241029-14-BU1
4882,20241030,1,14,151.52,1,Miscellaneous — 30 October 2024,EXP-20241030-14-BU1
4883,20241031,1,14,122.01,1,Miscellaneous — 31 October 2024,EXP-20241031-14-BU1
4884,20241001,2,14,121.46,1,Miscellaneous — 01 October 2024,EXP-20241001-14-BU2
4885,20241002,2,14,146.15,1,Miscellaneous — 02 October 2024,EXP-20241002-14-BU2
4886,20241003,2,14,149.82,1,Miscellaneous — 03 October 2024,EXP-20241003-14-BU2
4887,20241004,2,14,90.12,1,Miscellaneous — 04 October 2024,EXP-20241004-14-BU2
4888,20241005,2,14,119.96,1,Miscellaneous — 05 October 2024,EXP-20241005-14-BU2
4889,20241006,2,14,129.94,1,Miscellaneous — 06 October 2024,EXP-20241006-14-BU2
4890,20241007,2,14,135.71,1,Miscellaneous — 07 October 2024,EXP-20241007-14-BU2
4891,20241008,2,14,145.33,1,Miscellaneous — 08 October 2024,EXP-20241008-14-BU2
